Emotions,Path
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
surprise,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
surprise,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
surprise,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
surprise,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
fear,./Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
angry,./Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,./Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
disgust,./Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
neutral,./Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
calm,./Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
happy,./Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
sad,./Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
disgust,./Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
fear,./Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
angry,./Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-02-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-01-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-01-08.wav
neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-01-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-02-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-02-08.wav
neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-01-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-01-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-01-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-01-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-01-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-02-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-01-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-02-08.wav
neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-01-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-02-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-01-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-02-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-02-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-01-08.wav
angry,./Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-01-08.wav
fear,./Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-02-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-02-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
disgust,./Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
sad,./Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-02-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-02-08.wav
happy,./Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-02-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
calm,./Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
neutral,./Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
surprise,./Audio_Speech_Actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
disgust,./Audio_Speech_Actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
sad,./Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
angry,./Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
fear,./Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
neutral,./Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
calm,./Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
neutral,./Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
calm,./Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,./Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,./Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
disgust,./Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
fear,./Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
angry,./Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprise,./Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
neutral,./Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-01-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-02-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-02-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-02-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-01-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-01-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-02-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-02-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-02-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
neutral,./Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-01-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-02-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-01-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-01-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-02-02-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-01-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-01-02-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-02-01-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-02-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-02-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-02-01-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-02-11.wav
